# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 22 06:52:23 2019
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim
3601,Kepler-93,c,2,1460.00000000,,,-1,,,,,,,,,,,,,3.00000,,,-1,Mass,1.09,0.14,-0.14,0
3602,Kepler-930,b,1,71.45177750,0.00075230,-0.00075230,0,,,,,,,,,,,,,,,,,,1.25,0.22,-0.16,0
3603,Kepler-931,b,1,8.03755877,0.00002315,-0.00002315,0,,,,,,,,,,,,,,,,,,0.86,0.06,-0.05,0
3604,Kepler-932,b,1,1.92143740,0.00000212,-0.00000212,0,,,,,,,,,,,,,,,,,,0.87,0.06,-0.05,0
3605,Kepler-933,b,1,14.20443009,0.00006185,-0.00006185,0,,,,,,,,,,,,,,,,,,0.87,0.04,-0.05,0
3606,Kepler-934,b,1,55.67383090,0.00028290,-0.00028290,0,,,,,,,,,,,,,,,,,,0.81,0.04,-0.04,0
3607,Kepler-935,b,1,4.88083852,0.00001481,-0.00001481,0,,,,,,,,,,,,,,,,,,0.78,0.04,-0.04,0
3608,Kepler-936,b,1,10.56134221,0.00004545,-0.00004545,0,,,,,,,,,,,,,,,,,,0.92,0.04,-0.05,0
3609,Kepler-937,b,2,67.66882700,0.00058330,-0.00058330,0,,,,,,,,,,,,,,,,,,1.15,0.12,-0.08,0
3610,Kepler-937,c,2,153.34336400,0.00328700,-0.00328700,0,,,,,,,,,,,,,,,,,,1.15,0.12,-0.08,0
3611,Kepler-938,b,1,52.62984170,0.00028980,-0.00028980,0,,,,,,,,,,,,,,,,,,0.92,0.05,-0.05,0
3612,Kepler-939,b,1,14.87829600,0.00012560,-0.00012560,0,,,,,,,,,,,,,,,,,,0.88,0.06,-0.06,0
3613,Kepler-94,b,2,2.50806000,,,0,,,,,,,,,,,,,0.03400,0.00400,-0.00400,0,Mass,0.81,0.06,-0.06,0
3614,Kepler-94,c,2,820.30000000,3.00000000,-3.00000000,0,,,,,,,,,,,,,9.83600,0.62900,-0.62900,0,Mass,0.81,0.06,-0.06,0
3615,Kepler-940,b,1,59.62252570,0.00030150,-0.00030150,0,,,,,,,,,,,,,,,,,,0.97,0.07,-0.07,0
3616,Kepler-941,b,1,17.42395198,0.00008300,-0.00008300,0,,,,,,,,,,,,,,,,,,0.89,0.06,-0.07,0
3617,Kepler-942,b,1,44.96417488,0.00006962,-0.00006962,0,,,,,,,,,,,,,,,,,,0.81,0.03,-0.03,0
3618,Kepler-943,b,1,49.77014380,0.00011720,-0.00011720,0,,,,,,,,,,,,,,,,,,0.93,0.05,-0.06,0
3619,Kepler-944,b,1,43.31677370,0.00023510,-0.00023510,0,,,,,,,,,,,,,,,,,,0.86,0.05,-0.06,0
3620,Kepler-945,b,1,31.00338140,0.00020810,-0.00020810,0,,,,,,,,,,,,,,,,,,0.97,0.05,-0.06,0
3621,Kepler-946,b,1,11.79162572,0.00005506,-0.00005506,0,,,,,,,,,,,,,,,,,,0.94,0.08,-0.07,0
3622,Kepler-947,b,1,26.96443170,0.00015700,-0.00015700,0,,,,,,,,,,,,,,,,,,0.90,0.05,-0.06,0
3623,Kepler-948,b,1,7.76846622,0.00004201,-0.00004201,0,,,,,,,,,,,,,,,,,,0.96,0.07,-0.06,0
3624,Kepler-949,b,1,8.68930730,0.00000963,-0.00000963,0,,,,,,,,,,,,,,,,,,0.89,0.06,-0.05,0
3625,Kepler-95,b,1,11.52310000,,,0,,,,,,,,,,,,,0.04100,0.00900,-0.00900,0,Mass,1.08,0.08,-0.08,0
3626,Kepler-950,b,1,98.71804060,0.00017480,-0.00017480,0,,,,,,,,,,,,,,,,,,1.02,0.07,-0.06,0
3627,Kepler-951,b,1,71.52530845,0.00008419,-0.00008419,0,,,,,,,,,,,,,,,,,,0.77,0.04,-0.04,0
3628,Kepler-952,b,1,130.35469190,0.00020690,-0.00020690,0,,,,,,,,,,,,,,,,,,1.00,0.06,-0.05,0
3629,Kepler-953,b,2,88.40655258,0.00008306,-0.00008306,0,,,,,,,,,,,,,,,,,,0.95,0.03,-0.03,0
3630,Kepler-953,c,2,9.10967112,0.00002528,-0.00002528,0,,,,,,,,,,,,,,,,,,0.95,0.03,-0.03,0
3631,Kepler-954,b,1,16.78176602,0.00001593,-0.00001593,0,,,,,,,,,,,,,,,,,,0.82,0.02,-0.03,0
3632,Kepler-955,b,1,14.53244172,0.00001662,-0.00001662,0,,,,,,,,,,,,,,,,,,0.89,0.04,-0.04,0
3633,Kepler-956,b,1,5.24867263,0.00000312,-0.00000312,0,,,,,,,,,,,,,,,,,,1.10,0.09,-0.07,0
3634,Kepler-957,b,1,5.90741354,0.00000507,-0.00000507,0,,,,,,,,,,,,,,,,,,0.81,0.03,-0.04,0
3635,Kepler-958,b,1,9.76788050,0.00001110,-0.00001110,0,,,,,,,,,,,,,,,,,,0.91,0.03,-0.03,0
3636,Kepler-959,b,1,14.80074836,0.00004706,-0.00004706,0,,,,,,,,,,,,,,,,,,1.60,0.19,-0.17,0
3637,Kepler-96,b,1,16.23850000,,,0,,,,,,,,,,,,,0.02700,0.01100,-0.01100,0,Mass,1.00,0.06,-0.06,0
3638,Kepler-960,b,1,3.12686223,0.00000167,-0.00000167,0,,,,,,,,,,,,,,,,,,0.77,0.03,-0.04,0
3639,Kepler-961,b,1,16.87727414,0.00002872,-0.00002872,0,,,,,,,,,,,,,,,,,,0.96,0.03,-0.03,0
3640,Kepler-962,b,1,12.05707239,0.00001586,-0.00001586,0,,,,,,,,,,,,,,,,,,0.93,0.03,-0.03,0
3641,Kepler-963,b,1,9.97683705,0.00001568,-0.00001568,0,,,,,,,,,,,,,,,,,,0.91,0.06,-0.06,0
3642,Kepler-964,b,1,13.52251060,0.00002258,-0.00002258,0,,,,,,,,,,,,,,,,,,0.93,0.03,-0.03,0
3643,Kepler-965,b,1,134.25272980,0.00056610,-0.00056610,0,,,,,,,,,,,,,,,,,,1.05,0.04,-0.04,0
3644,Kepler-966,b,1,99.74762200,0.00045230,-0.00045230,0,,,,,,,,,,,,,,,,,,1.02,0.07,-0.07,0
3645,Kepler-967,b,2,13.22713379,0.00002209,-0.00002209,0,,,,,,,,,,,,,,,,,,0.84,0.03,-0.04,0
3646,Kepler-967,c,2,198.71125020,0.00065580,-0.00065580,0,,,,,,,,,,,,,,,,,,0.84,0.03,-0.04,0
3647,Kepler-968,b,2,3.69298373,0.00000361,-0.00000361,0,,,,,,,,,,,,,,,,,,0.76,0.03,-0.04,0
3648,Kepler-968,c,2,5.70940492,0.00000954,-0.00000954,0,,,,,,,,,,,,,,,,,,0.76,0.03,-0.04,0
3649,Kepler-969,b,2,34.17317140,0.00007358,-0.00007358,0,,,,,,,,,,,,,,,,,,0.92,0.02,-0.02,0
3650,Kepler-969,c,2,1.68293460,0.00000293,-0.00000293,0,,,,,,,,,,,,,,,,,,0.92,0.02,-0.02,0
3651,Kepler-97,b,2,2.58664000,,,0,,,,,,,,,,,,,0.01100,0.00600,-0.00600,0,Mass,0.94,0.06,-0.06,0
3652,Kepler-97,c,2,789.00000000,,,-1,,,,,,,,,,,,,1.08000,,,-1,Mass,0.94,0.06,-0.06,0
3653,Kepler-970,b,1,16.73652231,0.00002699,-0.00002699,0,,,,,,,,,,,,,,,,,,0.70,0.04,-0.05,0
3654,Kepler-971,b,1,9.59070716,0.00002320,-0.00002320,0,,,,,,,,,,,,,,,,,,0.88,0.04,-0.06,0
3655,Kepler-972,b,1,7.03932553,0.00001608,-0.00001608,0,,,,,,,,,,,,,,,,,,1.15,0.16,-0.12,0
3656,Kepler-973,b,1,49.60773310,0.00012080,-0.00012080,0,,,,,,,,,,,,,,,,,,0.86,0.03,-0.03,0
3657,Kepler-974,b,1,4.19449651,0.00000503,-0.00000503,0,,,,,,,,,,,,,,,,,,0.52,0.02,-0.02,0
3658,Kepler-975,b,1,1.97034246,0.00000236,-0.00000236,0,,,,,,,,,,,,,,,,,,0.80,0.04,-0.04,0
3659,Kepler-976,b,1,105.95641480,0.00046260,-0.00046260,0,,,,,,,,,,,,,,,,,,0.87,0.04,-0.04,0
3660,Kepler-977,b,1,26.85328322,0.00006393,-0.00006393,0,,,,,,,,,,,,,,,,,,0.87,0.04,-0.05,0
3661,Kepler-978,b,1,49.62215090,0.00017100,-0.00017100,0,,,,,,,,,,,,,,,,,,1.07,0.08,-0.07,0
3662,Kepler-979,b,1,8.08801350,0.00001135,-0.00001135,0,,,,,,,,,,,,,,,,,,0.87,0.06,-0.05,0
3663,Kepler-98,b,1,1.54168000,,,0,,,,,,,,,,,,,0.01100,0.00500,-0.00500,0,Mass,0.99,0.06,-0.06,0
3664,Kepler-980,b,1,11.55102504,0.00002754,-0.00002754,0,,,,,,,,,,,,,,,,,,1.05,0.05,-0.04,0
3665,Kepler-981,b,1,4.46975774,0.00000586,-0.00000586,0,,,,,,,,,,,,,,,,,,0.98,0.04,-0.05,0
3666,Kepler-982,b,1,15.77382210,0.00004115,-0.00004115,0,,,,,,,,,,,,,,,,,,1.16,0.07,-0.05,0
3667,Kepler-983,b,1,60.08550820,0.00026110,-0.00026110,0,,,,,,,,,,,,,,,,,,1.13,0.03,-0.02,0
3668,Kepler-984,b,1,43.03422720,0.00014790,-0.00014790,0,,,,,,,,,,,,,,,,,,0.96,0.04,-0.04,0
3669,Kepler-985,b,1,116.33190100,0.00138100,-0.00138100,0,,,,,,,,,,,,,,,,,,0.91,0.03,-0.04,0
3670,Kepler-986,b,1,56.43499380,0.00014460,-0.00014460,0,,,,,,,,,,,,,,,,,,0.96,0.04,-0.04,0
3671,Kepler-987,b,1,105.30331480,0.00047830,-0.00047830,0,,,,,,,,,,,,,,,,,,0.97,0.03,-0.03,0
3672,Kepler-988,b,1,17.76080053,0.00002728,-0.00002728,0,,,,,,,,,,,,,,,,,,0.55,0.02,-0.02,0
3673,Kepler-989,b,1,7.96431535,0.00000962,-0.00000962,0,,,,,,,,,,,,,,,,,,0.82,0.04,-0.04,0
3674,Kepler-99,b,1,4.60358000,,,0,,,,,,,,,,,,,0.01900,0.00400,-0.00400,0,Mass,0.79,0.06,-0.06,0
3675,Kepler-990,b,2,9.91723428,0.00002468,-0.00002468,0,,,,,,,,,,,,,,,,,,1.05,0.12,-0.09,0
3676,Kepler-990,c,2,0.53835431,0.00000067,-0.00000067,0,,,,,,,,,,,,,,,,,,1.05,0.12,-0.09,0
3677,Kepler-991,b,1,82.53425190,0.00034490,-0.00034490,0,,,,,,,,,,,,,,,,,,0.64,0.03,-0.03,0
3678,Kepler-992,b,1,20.16034462,0.00005016,-0.00005016,0,,,,,,,,,,,,,,,,,,0.80,0.03,-0.03,0
3679,Kepler-993,b,1,22.08557563,0.00004655,-0.00004655,0,,,,,,,,,,,,,,,,,,0.57,0.02,-0.02,0
3680,Kepler-994,b,1,1.15116651,0.00000057,-0.00000057,0,,,,,,,,,,,,,,,,,,0.56,0.03,-0.03,0
3681,Kepler-995,b,1,28.26731672,0.00008643,-0.00008643,0,,,,,,,,,,,,,,,,,,0.83,0.04,-0.05,0
3682,Kepler-996,b,1,3.77059058,0.00000806,-0.00000806,0,,,,,,,,,,,,,,,,,,1.09,0.09,-0.08,0
3683,Kepler-997,b,1,2.70730672,0.00000552,-0.00000552,0,,,,,,,,,,,,,,,,,,1.22,0.15,-0.08,0
3684,Kepler-998,b,1,5.65377733,0.00001059,-0.00001059,0,,,,,,,,,,,,,,,,,,1.12,0.10,-0.08,0
3685,Kepler-999,b,1,5.99185702,0.00000817,-0.00000817,0,,,,,,,,,,,,,,,,,,1.29,0.16,-0.12,0
3686,L 98-59,b,3,2.25314000,0.00002000,-0.00002000,0,0.023300,0.001700,-0.001700,0,0.100000,0.170000,-0.070000,0,88.700,0.800,-0.700,0,,,,0,,0.31,0.01,-0.01,0
3687,L 98-59,c,3,3.69062100,0.00001300,-0.00001400,0,0.032400,0.002300,-0.002400,0,0.090000,0.160000,-0.070000,0,89.300,0.400,-0.500,0,,,,0,,0.31,0.01,-0.01,0
3688,L 98-59,d,3,7.45086000,0.00004000,-0.00005000,0,0.052000,0.004000,-0.004000,0,0.200000,0.320000,-0.160000,0,88.500,0.200,-0.500,0,,,,0,,0.31,0.01,-0.01,0
3689,LHS 1140,b,2,24.73695900,0.00008000,-0.00008000,0,0.093600,0.002400,-0.002400,0,0.060000,,,1,89.890,0.050,-0.030,0,0.02196,0.00280,-0.00280,0,Mass,0.18,0.01,-0.01,0
3690,LHS 1140,c,2,3.77793100,0.00000300,-0.00000300,0,0.026750,0.000700,-0.000700,0,0.310000,,,1,89.920,0.060,-0.090,0,0.00569,0.00123,-0.00123,0,Mass,0.18,0.01,-0.01,0
3691,LHS 3844,b,1,0.46292913,0.00000190,-0.00000190,0,0.006220,0.000170,-0.000170,0,,,,0,88.500,0.510,-0.510,0,,,,0,,0.15,0.01,-0.01,0
3692,LP 791-18,b,2,0.94800500,0.00000580,-0.00000580,0,0.009690,0.000320,-0.000350,0,0.000000,,,0,87.300,2.000,-4.900,0,,,,0,,0.14,0.01,-0.01,0
3693,LP 791-18,c,2,4.98996300,0.00005000,-0.00005000,0,0.029392,0.000980,-0.001050,0,0.000000,,,0,89.550,0.320,-0.500,0,,,,0,,0.14,0.01,-0.01,0
3694,LSPM J2116+0234,b,1,14.43990000,0.00780000,-0.00870000,0,0.087600,0.002200,-0.002100,0,0.183000,0.062000,-0.063000,0,,,,0,0.04185,0.00315,-0.00346,0,Msini,0.43,0.03,-0.03,0
3695,LTT 1445 A,b,1,5.35882000,0.00030000,-0.00031000,0,0.038070,0.000680,-0.000710,0,0.190000,0.350000,-0.140000,0,89.400,0.410,-0.460,0,0.00692,0.00535,-0.00661,0,Mass,0.26,0.01,-0.01,0
3696,LkCa 15,b,2,,,,,14.700000,2.100000,-2.100000,0,,,,,50.000,,,0,,,,,,,,,
3697,LkCa 15,c,2,,,,,18.600000,2.500000,-2.500000,0,,,,,50.000,,,0,,,,,,,,,
3698,Lupus-TR-3,b,1,3.91405000,0.00004000,-0.00004000,0,0.046400,0.000700,-0.000700,0,0.000000,,,0,88.300,1.300,-0.800,0,0.81000,0.18000,-0.18000,0,Mass,0.87,0.04,,0
3699,MASCARA-1,b,1,2.14878000,0.00000800,-0.00000800,0,0.043000,0.005000,-0.005000,0,0.000000,,,0,87.000,2.000,-3.000,0,3.70000,0.90000,-0.90000,0,Mass,1.72,0.07,-0.07,0
3700,MOA-2007-BLG-192L,b,1,,,,,0.620000,0.220000,-0.160000,0,,,,,,,,,0.01000,0.01500,-0.00500,0,Mass,0.06,0.03,-0.02,0
3701,MOA-2007-BLG-400L,b,1,,,,,0.720000,0.380000,-0.160000,0,,,,,,,,,0.83000,0.49000,-0.31000,0,Mass,0.30,0.19,-0.12,0
3702,MOA-2008-BLG-310L,b,1,,,,0,1.610000,0.980000,-0.980000,0,,,,0,,,,0,0.07362,0.05349,-0.05349,0,Mass,0.21,0.14,-0.14,0
3703,MOA-2008-BLG-379L,b,1,,,,,3.300000,1.700000,-1.200000,0,,,,,,,,,4.10000,1.70000,-1.90000,0,Mass,0.56,0.24,-0.27,0
3704,MOA-2009-BLG-266L,b,1,2774.00000000,2810.50000000,-547.50000000,0,3.200000,1.900000,-0.500000,0,,,,,,,,,0.03300,0.00500,-0.00500,0,Mass,0.56,0.09,-0.09,0
3705,MOA-2009-BLG-319L,b,1,,,,,2.400000,1.200000,-0.600000,0,,,,,,,,,0.16000,0.14000,-0.08000,0,Mass,0.38,0.34,-0.18,0
3706,MOA-2009-BLG-387L,b,1,1982.00000000,785.00000000,-588.00000000,0,1.820000,0.840000,-0.730000,0,,,,,52.000,20.000,-12.000,0,2.56000,4.15000,-1.58000,0,Mass,0.19,0.30,-0.12,0
3707,MOA-2010-BLG-073L,b,1,,,,,1.210000,0.160000,-0.160000,0,,,,,,,,,11.00000,2.00000,-2.00000,0,Mass,0.16,0.03,-0.03,0
3708,MOA-2010-BLG-117L,b,1,,,,0,2.900000,1.600000,-0.600000,0,,,,0,,,,0,0.54000,0.10000,-0.10000,0,Mass,0.58,0.11,-0.11,0
3709,MOA-2010-BLG-328L,b,1,,,,,0.920000,0.160000,-0.160000,0,,,,,,,,,0.02895,0.00692,-0.00692,0,Mass,0.11,0.01,-0.01,0
3710,MOA-2010-BLG-353L,b,1,,,,,1.720000,0.560000,-0.480000,0,,,,,,,,,0.27000,0.48000,-0.16000,0,Mass,0.18,0.32,-0.11,0
3711,MOA-2010-BLG-477L,b,1,,,,,2.000000,3.000000,-1.000000,0,,,,,,,,,1.50000,0.80000,-0.30000,0,Mass,0.67,0.33,,0
3712,MOA-2011-BLG-028L,b,1,,,,,4.140000,0.640000,-0.640000,0,,,,,,,,,0.09439,0.05034,-0.03776,0,Mass,0.75,0.35,-0.30,0
3713,MOA-2011-BLG-262L,b,1,,,,,0.840000,0.250000,-0.140000,0,,,,,,,,,0.05663,0.08810,-0.03146,0,Mass,0.12,0.19,-0.06,0
3714,MOA-2011-BLG-291L,b,1,,,,0,0.690000,0.240000,-0.240000,0,,,,0,,,,0,0.05663,0.10698,-0.03776,0,Mass,0.15,0.27,-0.10,0
3715,MOA-2011-BLG-293L,b,1,,,,,1.100000,0.100000,-0.100000,0,,,,,,,,,4.80000,0.30000,-0.30000,0,Mass,0.86,0.06,-0.06,0
3716,MOA-2011-BLG-322L,b,1,,,,,4.300000,1.500000,-1.200000,0,,,,,,,,,11.60000,13.40000,-5.60000,0,Mass,0.39,0.45,-0.19,0
3717,MOA-2012-BLG-006L,b,1,,,,0,10.200000,1.800000,-2.400000,0,,,,0,,,,0,8.40000,4.60000,-3.90000,0,Mass,0.49,0.27,-0.23,0
3718,MOA-2012-BLG-505L,b,1,,,,,0.900000,0.250000,-0.210000,0,,,,,,,,,0.02108,0.03338,-0.01104,0,Mass,0.10,0.16,-0.05,0
3719,MOA-2013-BLG-605L,b,1,,,,,0.940000,0.670000,-0.020000,0,,,,,,,,,0.01007,0.00157,-0.00094,0,Mass,0.03,0.01,0.00,0
3720,MOA-2015-BLG-337L,b,1,,,,0,0.240000,0.060000,-0.090000,0,,,,0,,,,0,0.10603,0.40588,-0.07299,0,Mass,0.01,0.04,-0.01,0
3721,MOA-2016-BLG-227L,b,1,,,,,1.670000,0.940000,-0.350000,0,,,,,,,,,2.80000,2.20000,-1.50000,0,Mass,0.29,0.23,-0.15,0
3722,MOA-2016-BLG-319L,b,1,,,,0,0.950000,0.170000,-0.200000,0,,,,0,,,,0,0.62000,1.16000,-0.33000,0,Mass,0.15,0.28,-0.08,0
3723,MOA-bin-1L,b,1,,,,,8.300000,4.500000,-2.700000,0,,,,,,,,,3.70000,2.10000,-2.10000,0,Mass,0.75,0.33,-0.41,0
3724,MOA-bin-29,b,1,,,,0,0.480000,0.120000,-0.100000,0,,,,0,,,,0,0.60000,1.20000,-0.38000,0,Mass,0.03,0.07,-0.02,0
3725,MXB 1658-298,b,1,760.00000000,,,0,1.613000,0.110000,-0.110000,0,,,,0,,,,0,23.70000,3.20000,-3.20000,0,Mass,1.98,,,0
3726,NGC 2682 Sand 364,b,1,121.71000000,0.31000000,-0.31000000,0,0.530000,0.010000,-0.010000,0,0.350000,0.080000,-0.080000,0,,,,0,6.69000,8.12000,-8.12000,0,Msini,9.06,16.45,-16.45,0
3727,NGC 2682 Sand 978,b,1,511.21000000,2.04000000,-2.04000000,0,,,,,0.160000,0.070000,-0.070000,0,,,,,2.18000,0.17000,-0.17000,0,Msini,1.37,0.02,-0.02,0
3728,NGC 2682 YBP 1194,b,1,6.95900000,0.00100000,-0.00100000,0,,,,,0.300000,0.080000,-0.080000,0,,,,,0.32000,0.03000,-0.03000,0,Msini,1.01,0.02,-0.02,0
3729,NGC 2682 YBP 1514,b,1,5.11800000,0.00100000,-0.00100000,0,,,,,0.280000,0.090000,-0.090000,0,,,,,0.40000,0.38000,-0.38000,0,Msini,0.96,0.01,-0.01,0
3730,NGC 2682 YBP 401,b,1,4.08700000,0.00700000,-0.00700000,0,,,,,0.150000,0.080000,-0.080000,0,,,,,0.46000,0.05000,-0.05000,0,Msini,1.14,0.02,-0.02,0
3731,NGTS-1,b,1,2.64729800,0.00002000,-0.00002000,0,0.032600,0.004700,-0.004500,0,0.016000,0.023000,-0.012000,0,85.270,0.610,-0.730,0,0.81200,0.06600,-0.07500,0,Mass,0.62,0.02,-0.06,0
3732,NGTS-2,b,1,4.51116400,0.00006100,-0.00006100,0,0.063000,0.002400,-0.003000,0,0.000000,,,0,88.500,1.000,-1.200,0,0.74000,0.13000,-0.12000,0,Mass,1.64,0.19,-0.22,0
3733,NGTS-3 A,b,1,1.67537280,0.00000300,-0.00000300,0,0.023000,0.007000,-0.005000,0,,,,0,89.560,0.310,-0.480,0,2.38000,0.26000,-0.26000,0,Mass,1.02,0.09,-0.09,0
3734,NGTS-4,b,1,1.33735080,0.00000800,-0.00000800,0,0.019000,0.005000,-0.005000,0,0.000000,,,0,82.500,5.800,-5.800,0,0.06481,0.00944,-0.00944,0,Mass,0.75,0.02,-0.02,0
3735,NGTS-5,b,1,3.35698660,0.00000260,-0.00000260,0,0.038200,0.001300,-0.001300,0,0.000000,,,0,86.600,0.200,-0.200,0,0.22900,0.03700,-0.03700,0,Mass,0.66,0.07,-0.06,0
3736,NGTS-6,b,1,0.88205900,0.00000080,-0.00000080,0,0.016770,0.000320,-0.000320,0,0.000000,,,0,78.231,0.262,-0.210,0,1.33900,0.02800,-0.02800,0,Mass,0.77,0.03,-0.03,0
3737,NGTS-8,b,1,2.49970000,0.00001000,-0.00001000,0,0.035000,0.001000,-0.001000,0,0.010000,0.014000,-0.010000,0,86.900,0.500,-0.500,0,0.93000,0.04000,-0.03000,0,Mass,0.89,0.05,-0.04,0
3738,NGTS-9,b,1,4.43527000,0.00002000,-0.00002000,0,0.058000,0.003000,-0.002000,0,0.060000,0.076000,-0.052000,0,84.100,0.400,-0.400,0,2.90000,0.17000,-0.17000,0,Mass,1.34,0.05,-0.05,0
3739,NN Ser,c,2,5573.55000000,102.20000000,-102.20000000,0,5.350000,0.060000,-0.060000,0,0.080000,0.050000,-0.050000,0,,,,,7.33000,0.31000,-0.31000,0,Mass,0.54,,,0
3740,NN Ser,d,2,2883.50000000,182.50000000,-182.50000000,0,3.430000,0.140000,-0.140000,0,0.190000,0.050000,-0.050000,0,,,,,2.30000,0.50000,-0.50000,0,Mass,0.54,,,0
3741,NSVS 14256825,b,1,3225.00000000,22.00000000,-22.00000000,0,3.120000,0.070000,-0.070000,0,0.120000,0.020000,-0.020000,0,,,,0,14.15000,0.16000,-0.16000,0,Msini,0.42,0.07,-0.07,0
3742,NY Vir,b,2,3160.00000000,62.00000000,-62.00000000,0,,,,0,0.150000,0.080000,-0.080000,0,,,,0,2.66000,0.26000,-0.26000,0,Msini,,,,0
3743,NY Vir,c,2,8799.00000000,240.00000000,-240.00000000,0,,,,0,0.150000,0.010000,-0.010000,0,,,,0,5.54000,0.20000,-0.20000,0,Msini,,,,0
3744,OGLE-2003-BLG-235L,b,1,,,,,4.300000,2.500000,-0.800000,0,,,,,,,,,2.60000,0.80000,-0.60000,0,Mass,0.63,0.07,-0.09,0
3745,OGLE-2005-BLG-071L,b,1,,,,,3.600000,0.200000,-0.200000,0,,,,,,,,,3.80000,0.40000,-0.40000,0,Mass,0.46,0.04,-0.04,0
3746,OGLE-2005-BLG-169L,b,1,,,,,3.500000,0.300000,-0.300000,0,,,,,,,,0,0.04436,0.00283,-0.00283,0,Mass,0.69,0.02,-0.02,0
3747,OGLE-2005-BLG-390L,b,1,3285.00000000,3285.00000000,-1095.00000000,0,2.600000,1.500000,-0.600000,0,,,,,,,,,0.01700,0.01700,-0.00800,0,Mass,0.22,0.21,-0.11,0
3748,OGLE-2006-BLG-109L,b,2,1788.50000000,584.00000000,-547.50000000,0,2.300000,0.500000,-0.500000,0,,,,,,,,,0.73000,0.06000,-0.06000,0,Mass,0.51,0.05,-0.04,0
3749,OGLE-2006-BLG-109L,c,2,4927.50000000,3540.50000000,-1752.00000000,0,4.500000,2.100000,-1.000000,0,0.150000,0.170000,-0.100000,0,64.000,4.000,-7.000,0,0.27000,0.02000,-0.02000,0,Mass,0.51,0.05,-0.04,0
3750,OGLE-2007-BLG-349L A,c,1,2557.00000000,,,0,2.590000,0.430000,-0.340000,0,,,,,,,,,0.25171,0.04090,-0.04090,0,Mass,0.41,0.07,-0.07,0
3751,OGLE-2007-BLG-368L,b,1,,,,,3.300000,1.400000,-0.800000,0,,,,,,,,,0.06000,0.02000,-0.03000,0,Mass,0.64,0.21,-0.26,0
3752,OGLE-2008-BLG-092L,b,1,,,,,18.000000,,,0,,,,,,,,,0.18000,,,0,Mass,0.71,,,0
3753,OGLE-2008-BLG-355L,b,1,,,,,1.700000,0.290000,-0.300000,0,,,,,,,,,4.60000,3.70000,-2.20000,0,Mass,0.37,0.30,-0.17,0
3754,OGLE-2011-BLG-0173L,b,1,,,,0,8.000000,,,0,,,,0,,,,0,0.19000,0.18000,-0.11000,0,Mass,0.41,0.30,-0.21,0
3755,OGLE-2011-BLG-0251L,b,1,,,,,2.720000,0.750000,-0.750000,0,,,,,,,,,0.53000,0.21000,-0.21000,0,Mass,0.26,0.11,-0.11,0
3756,OGLE-2011-BLG-0265L,b,1,,,,,1.890000,0.250000,-0.200000,0,,,,,,,,,0.88000,0.27000,-0.18000,0,Mass,0.21,0.07,-0.04,0
