# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,
# Fri Apr  6 10:16:57 2018,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_pnum >= 2,,,,,,,,,,,,,,,,
# CONSTRAINT:  ),,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim
2044,Kepler-198,b,3,17.790037,0.000035,-0.000035,0,,,,,,0.93,,,0
2045,Kepler-198,c,3,49.567416,0.00022,-0.00022,0,,,,,,0.93,,,0
2046,Kepler-198,d,3,1.31184443,0.00000133,-0.00000133,0,,,,,,0.93,,,0
2047,Kepler-199,b,2,23.637604,0.00005,-0.00005,0,,,,,,,,,
2048,Kepler-199,c,2,67.093408,0.00019,-0.00019,0,,,,,,,,,
2049,Kepler-20,b,6,3.69611525,0.00000115,-0.00000087,0,0.03052,0.00444,-0.00453,0,Mass,0.95,0.05,-0.05,0
2050,Kepler-20,c,6,10.85409089,0.00000303,-0.0000026,0,0.04012,0.00683,-0.00705,0,Mass,0.95,0.05,-0.05,0
2051,Kepler-20,d,6,77.61130017,0.00012305,-0.00011588,0,0.03168,0.01249,-0.01164,0,Mass,0.95,0.05,-0.05,0
2052,Kepler-20,e,6,6.09852281,0.00000608,-0.00001351,0,,,,,,0.95,0.05,-0.05,0
2053,Kepler-20,f,6,19.57758478,0.00009037,-0.00012256,0,,,,,,0.95,0.05,-0.05,0
2054,Kepler-20,g,6,34.94,0.038,-0.035,0,0.0628,0.00969,-0.01136,0,Msini,0.95,0.05,-0.05,0
2055,Kepler-200,b,2,8.594805,0.000036,-0.000036,0,,,,,,,,,
2056,Kepler-200,c,2,10.222157,0.000053,-0.000053,0,,,,,,,,,
2057,Kepler-201,b,2,25.672083,0.000075,-0.000075,0,,,,,,1.17,,,0
2058,Kepler-201,c,2,151.884058,0.002014,-0.002014,0,,,,,,1.17,,,0
2059,Kepler-202,b,2,4.069427,0.000007,-0.000007,0,,,,,,,,,
2060,Kepler-202,c,2,16.282493,0.000038,-0.000038,0,,,,,,,,,
2061,Kepler-203,b,3,3.162697,0.000004,-0.000004,0,,,,,,0.98,,,0
2062,Kepler-203,c,3,5.370647,0.000008,-0.000008,0,,,,,,0.98,,,0
2063,Kepler-203,d,3,11.32972,0.00008,-0.00008,0,,,,,,0.98,,,0
2064,Kepler-204,b,2,14.400974,0.000056,-0.000056,0,,,,,,0.96,,,0
2065,Kepler-204,c,2,25.660593,0.000288,-0.000288,0,,,,,,0.96,,,0
2066,Kepler-205,b,2,2.75564,0.000002,-0.000002,0,,,,,,,,,
2067,Kepler-205,c,2,20.306546,0.000038,-0.000038,0,,,,,,,,,
2068,Kepler-206,b,3,7.781987,0.000058,-0.000058,0,,,,,,0.94,,,0
2069,Kepler-206,c,3,13.137471,0.000065,-0.000065,0,,,,,,0.94,,,0
2070,Kepler-206,d,3,23.44281,0.000453,-0.000453,0,,,,,,0.94,,,0
2071,Kepler-207,b,3,1.611865,0.000006,-0.000006,0,,,,,,,,,
2072,Kepler-207,c,3,3.071571,0.000016,-0.000016,0,,,,,,,,,
2073,Kepler-207,d,3,5.868075,0.000009,-0.000009,0,,,,,,,,,
2074,Kepler-208,b,4,4.22864,0.000018,-0.000018,0,,,,,,1.03,,,0
2075,Kepler-208,c,4,7.466623,0.000067,-0.000067,0,,,,,,1.03,,,0
2076,Kepler-208,d,4,11.131786,0.000131,-0.000131,0,,,,,,1.03,,,0
2077,Kepler-208,e,4,16.259458,0.000176,-0.000176,0,,,,,,1.03,,,0
2078,Kepler-209,b,2,16.087845,0.000041,-0.000041,0,,,,,,,,,
2079,Kepler-209,c,2,41.749882,0.000106,-0.000106,0,,,,,,,,,
2081,Kepler-210,b,2,2.453234,0.000001,-0.000001,0,,,,,,,,,
2082,Kepler-210,c,2,7.972513,0.000003,-0.000003,0,,,,,,,,,
2083,Kepler-211,b,2,4.138575,0.00001,-0.00001,0,,,,,,0.97,,,0
2084,Kepler-211,c,2,6.04045,0.000016,-0.000016,0,,,,,,0.97,,,0
2085,Kepler-212,b,2,16.257582,0.000378,-0.000378,0,,,,,,1.16,,,0
2086,Kepler-212,c,2,31.805174,0.000142,-0.000142,0,,,,,,1.16,,,0
2087,Kepler-213,b,2,2.46236,0.000006,-0.000006,0,,,,,,0.94,,,0
2088,Kepler-213,c,2,4.822962,0.000008,-0.000008,0,,,,,,0.94,,,0
2089,Kepler-214,b,2,15.660544,0.00008,-0.00008,0,,,,,,,,,
2090,Kepler-214,c,2,28.7798,0.000397,-0.000397,0,,,,,,,,,
2091,Kepler-215,b,4,9.360672,0.00004,-0.00004,0,,,,,,0.77,,,0
2092,Kepler-215,c,4,14.667108,0.000089,-0.000089,0,,,,,,0.77,,,0
2093,Kepler-215,d,4,30.864423,0.000092,-0.000092,0,,,,,,0.77,,,0
2094,Kepler-215,e,4,68.16101,0.00063,-0.00063,0,,,,,,0.77,,,0
2095,Kepler-216,b,2,7.693641,0.000031,-0.000031,0,,,,,,,,,
2096,Kepler-216,c,2,17.406669,0.000057,-0.000057,0,,,,,,,,,
2097,Kepler-217,b,3,5.374943,0.000019,-0.000019,0,,,,,,,,,
2098,Kepler-217,c,3,8.586004,0.000053,-0.000053,0,,,,,,,,,
2099,Kepler-217,d,3,3.88689525,0.00002241,-0.00002241,0,,,,,,,,,
2100,Kepler-218,b,3,3.619337,0.000011,-0.000011,0,,,,,,,,,
2101,Kepler-218,c,3,44.699576,0.000167,-0.000167,0,,,,,,,,,
2102,Kepler-218,d,3,124.5244647,0.0005822,-0.0005822,0,,,,,,,,,
2103,Kepler-219,b,3,4.585512,0.000008,-0.000008,0,,,,,,,,,
2104,Kepler-219,c,3,22.714613,0.000075,-0.000075,0,,,,,,,,,
2105,Kepler-219,d,3,47.903645,0.000307,-0.000307,0,,,,,,,,,
2107,Kepler-220,b,4,4.159807,0.00001,-0.00001,0,,,,,,,,,
2108,Kepler-220,c,4,9.034199,0.000009,-0.000009,0,,,,,,,,,
2109,Kepler-220,d,4,28.122397,0.000162,-0.000162,0,,,,,,,,,
2110,Kepler-220,e,4,45.902733,0.000192,-0.000192,0,,,,,,,,,
2111,Kepler-221,b,4,2.795906,0.000004,-0.000004,0,,,,,,0.72,,,0
2112,Kepler-221,c,4,5.690586,0.000004,-0.000004,0,,,,,,0.72,,,0
2113,Kepler-221,d,4,10.04156,0.000011,-0.000011,0,,,,,,0.72,,,0
2114,Kepler-221,e,4,18.369917,0.000029,-0.000029,0,,,,,,0.72,,,0
2115,Kepler-222,b,3,3.936981,0.000005,-0.000005,0,,,,,,,,,
2116,Kepler-222,c,3,10.08881,0.000011,-0.000011,0,,,,,,,,,
2117,Kepler-222,d,3,28.081912,0.000069,-0.000069,0,,,,,,,,,
2118,Kepler-223,b,4,7.38449,0.00022,-0.00022,0,0.02328,0.00409,-0.00346,0,Mass,1.12,0.09,-0.07,0
2119,Kepler-223,c,4,9.84564,0.00052,-0.00051,0,0.01605,0.00535,-0.00346,0,Mass,1.12,0.09,-0.07,0
2120,Kepler-223,d,4,14.78869,0.0003,-0.00027,0,0.02517,0.00472,-0.00409,0,Mass,1.12,0.09,-0.07,0
2121,Kepler-223,e,4,19.72567,0.00055,-0.00054,0,0.0151,0.0044,-0.00378,0,Mass,1.12,0.09,-0.07,0
2122,Kepler-224,b,4,3.132924,0.000014,-0.000014,0,,,,,,0.74,,,0
2123,Kepler-224,c,4,5.925003,0.00001,-0.00001,0,,,,,,0.74,,,0
2124,Kepler-224,d,4,11.349393,0.000034,-0.000034,0,,,,,,0.74,,,0
2125,Kepler-224,e,4,18.643577,0.000087,-0.000087,0,,,,,,0.74,,,0
2126,Kepler-225,b,2,6.738975,0.000041,-0.000041,0,,,,,,,,,
2127,Kepler-225,c,2,18.794234,0.000076,-0.000076,0,,,,,,,,,
2128,Kepler-226,b,3,3.940997,0.00002,-0.00002,0,,,,,,0.86,,,0
2129,Kepler-226,c,3,5.349555,0.000014,-0.000014,0,,,,,,0.86,,,0
2130,Kepler-226,d,3,8.109044,0.000094,-0.000094,0,,,,,,0.86,,,0
2131,Kepler-227,b,2,9.488015,0.000039,-0.000039,0,,,,,,,,,
2132,Kepler-227,c,2,54.418694,0.00046,-0.00046,0,,,,,,,,,
2133,Kepler-228,b,3,2.566546,0.000026,-0.000026,0,,,,,,,,,
2134,Kepler-228,c,3,4.134444,0.000018,-0.000018,0,,,,,,,,,
2135,Kepler-228,d,3,11.094286,0.000036,-0.000036,0,,,,,,,,,
2136,Kepler-229,b,3,6.252972,0.000021,-0.000021,0,,,,,,,,,
2137,Kepler-229,c,3,16.068638,0.000019,-0.000019,0,,,,,,,,,
2138,Kepler-229,d,3,41.194912,0.000248,-0.000248,0,,,,,,,,,
2139,Kepler-23,b,3,7.1073,,,0,0.8,,,1,Mass,1.11,0.09,-0.12,0
2140,Kepler-23,c,3,10.7421,,,0,2.7,,,1,Mass,1.11,0.09,-0.12,0
2141,Kepler-23,d,3,15.274299,0.000104,-0.000104,0,,,,,,1.11,0.09,-0.12,0
2142,Kepler-230,b,2,32.625555,0.000126,-0.000126,0,,,,,,,,,
2143,Kepler-230,c,2,91.773242,0.001618,-0.001618,0,,,,,,,,,
2144,Kepler-231,b,2,10.065275,0.000027,-0.000027,0,,,,,,0.58,,,0
2145,Kepler-231,c,2,19.271566,0.000099,-0.000099,0,,,,,,0.58,,,0
2146,Kepler-232,b,2,4.431222,0.000011,-0.000011,0,,,,,,,,,
2147,Kepler-232,c,2,11.379349,0.000044,-0.000044,0,,,,,,,,,
2148,Kepler-233,b,2,8.472382,0.000026,-0.000026,0,,,,,,,,,
2149,Kepler-233,c,2,60.418955,0.00063,-0.00063,0,,,,,,,,,
2150,Kepler-234,b,2,2.711506,0.000006,-0.000006,0,,,,,,,,,
2151,Kepler-234,c,2,7.21205,0.000022,-0.000022,0,,,,,,,,,
2152,Kepler-235,b,4,3.340222,0.000005,-0.000005,0,,,,,,0.59,,,0
2153,Kepler-235,c,4,7.824904,0.000055,-0.000055,0,,,,,,0.59,,,0
2154,Kepler-235,d,4,20.060548,0.000099,-0.000099,0,,,,,,0.59,,,0
2155,Kepler-235,e,4,46.183669,0.000425,-0.000425,0,,,,,,0.59,,,0
2156,Kepler-236,b,2,8.295611,0.000032,-0.000032,0,,,,,,0.56,,,0
2157,Kepler-236,c,2,23.968127,0.000174,-0.000174,0,,,,,,0.56,,,0
2158,Kepler-237,b,2,4.715106,0.00003,-0.00003,0,,,,,,0.7,,,0
2159,Kepler-237,c,2,8.103636,0.000032,-0.000032,0,,,,,,0.7,,,0
2160,Kepler-238,b,5,2.090876,0.00002,-0.00002,0,,,,,,1.06,0.17,-0.12,0
2161,Kepler-238,c,5,6.155557,0.00005,-0.00005,0,,,,,,1.06,0.17,-0.12,0
2162,Kepler-238,d,5,13.233549,0.000081,-0.000081,0,,,,,,1.06,0.17,-0.12,0
2163,Kepler-238,e,5,23.654,,,0,0.534,0.226,-0.217,0,Mass,1.06,0.17,-0.12,0
2164,Kepler-238,f,5,50.447,,,0,0.042,0.009,-0.008,0,Mass,1.06,0.17,-0.12,0
2165,Kepler-239,b,2,11.763051,0.000034,-0.000034,0,,,,,,0.74,,,0
2166,Kepler-239,c,2,56.228098,0.00058,-0.00058,0,,,,,,0.74,,,0
2167,Kepler-24,b,4,8.1453,,,0,1.6,,,1,Mass,1.03,0.11,-0.14,0
2168,Kepler-24,c,4,12.3335,,,0,1.6,,,1,Mass,1.03,0.11,-0.14,0
2169,Kepler-24,d,4,4.244384,0.000053,-0.000053,0,,,,,,1.03,0.11,-0.14,0
2170,Kepler-24,e,4,18.998355,0.000157,-0.000157,0,,,,,,1.03,0.11,-0.14,0
2171,Kepler-240,b,2,4.144495,0.000026,-0.000026,0,,,,,,,,,
2172,Kepler-240,c,2,7.953528,0.000025,-0.000025,0,,,,,,,,,
2173,Kepler-241,b,2,12.718092,0.000035,-0.000035,0,,,,,,,,,
2174,Kepler-241,c,2,36.065978,0.000133,-0.000133,0,,,,,,,,,
2175,Kepler-242,b,2,8.20395,0.00002,-0.00002,0,,,,,,,,,
2176,Kepler-242,c,2,14.496481,0.000083,-0.000083,0,,,,,,,,,
2177,Kepler-243,b,2,5.715442,0.000011,-0.000011,0,,,,,,0.89,,,0
2178,Kepler-243,c,2,20.026218,0.000163,-0.000163,0,,,,,,0.89,,,0
2179,Kepler-244,b,3,4.311792,0.000008,-0.000008,0,,,,,,,,,
2180,Kepler-244,c,3,9.767292,0.000046,-0.000046,0,,,,,,,,,
2181,Kepler-244,d,3,20.050401,0.00013,-0.00013,0,,,,,,,,,
2182,Kepler-245,b,4,7.49019,0.000019,-0.000019,0,,,,,,0.8,,,0
2183,Kepler-245,c,4,17.460812,0.000076,-0.000076,0,,,,,,0.8,,,0
2184,Kepler-245,d,4,36.277108,0.000173,-0.000173,0,,,,,,0.8,,,0
2185,Kepler-245,e,4,3.21982106,0.00000474,-0.00000474,0,,,,,,0.8,,,0
2186,Kepler-246,b,2,4.60182,0.000008,-0.000008,0,,,,,,0.86,,,0
2187,Kepler-246,c,2,11.187161,0.000075,-0.000075,0,,,,,,0.86,,,0
2188,Kepler-247,b,3,3.33616,0.000007,-0.000007,0,,,,,,,,,
2189,Kepler-247,c,3,9.439452,0.000007,-0.000007,0,,,,,,,,,
2190,Kepler-247,d,3,20.477912,0.000026,-0.000026,0,,,,,,,,,
2191,Kepler-248,b,2,6.308205,0.00001,-0.00001,0,,,,,,,,,
2192,Kepler-248,c,2,16.239494,0.000024,-0.000024,0,,,,,,,,,
2193,Kepler-249,b,3,3.306539,0.00001,-0.00001,0,,,,,,,,,
2194,Kepler-249,c,3,7.113702,0.000018,-0.000018,0,,,,,,,,,
2195,Kepler-249,d,3,15.368459,0.00007,-0.00007,0,,,,,,,,,
2196,Kepler-25,b,3,6.2385,,,0,0.0302,0.01321,-0.01321,0,Mass,1.19,0.06,-0.06,0
2197,Kepler-25,c,3,12.7204,,,0,0.0774,0.01793,-0.01793,0,Mass,1.19,0.06,-0.06,0
2198,Kepler-25,d,3,123,2,-2,0,0.283,0.043,-0.043,0,Mass,1.19,0.06,-0.06,0
2199,Kepler-250,b,3,4.148141,0.000046,-0.000046,0,,,,,,0.8,,,0
2200,Kepler-250,c,3,7.156804,0.000022,-0.000022,0,,,,,,0.8,,,0
2201,Kepler-250,d,3,17.648312,0.000081,-0.000081,0,,,,,,0.8,,,0
2202,Kepler-251,b,4,4.790936,0.000037,-0.000037,0,,,,,,0.91,,,0
2203,Kepler-251,c,4,16.514043,0.000054,-0.000054,0,,,,,,0.91,,,0
2204,Kepler-251,d,4,30.133001,0.000161,-0.000161,0,,,,,,0.91,,,0
2205,Kepler-251,e,4,99.640161,0.001074,-0.001074,0,,,,,,0.91,,,0
2206,Kepler-252,b,2,6.668391,0.000031,-0.000031,0,,,,,,0.52,,,0
2207,Kepler-252,c,2,10.848463,0.000015,-0.000015,0,,,,,,0.52,,,0
2208,Kepler-253,b,3,3.783986,0.000017,-0.000017,0,,,,,,,,,
2209,Kepler-253,c,3,10.281951,0.000032,-0.000032,0,,,,,,,,,
2210,Kepler-253,d,3,18.119869,0.000066,-0.000066,0,,,,,,,,,
2211,Kepler-254,b,3,5.826662,0.00001,-0.00001,0,,,,,,,,,
2212,Kepler-254,c,3,12.412183,0.000082,-0.000082,0,,,,,,,,,
2213,Kepler-254,d,3,18.746477,0.000121,-0.000121,0,,,,,,,,,
2214,Kepler-255,b,3,5.714606,0.000052,-0.000052,0,,,,,,0.97,,,0
2215,Kepler-255,c,3,9.946047,0.000035,-0.000035,0,,,,,,0.97,,,0
2216,Kepler-255,d,3,1.04562266,0.00000267,-0.00000267,0,,,,,,0.97,,,0
2217,Kepler-256,b,4,1.620493,0.000009,-0.000009,0,,,,,,1.02,,,0
2218,Kepler-256,c,4,3.38802,0.000016,-0.000016,0,,,,,,1.02,,,0
2219,Kepler-256,d,4,5.839172,0.000031,-0.000031,0,,,,,,1.02,,,0
2220,Kepler-256,e,4,10.681572,0.000066,-0.000066,0,,,,,,1.02,,,0
2221,Kepler-257,b,3,2.382667,0.000006,-0.000006,0,,,,,,,,,
2222,Kepler-257,c,3,6.581484,0.000008,-0.000008,0,,,,,,,,,
2223,Kepler-257,d,3,24.664551,0.000051,-0.000051,0,,,,,,,,,
2224,Kepler-258,b,2,13.19722,0.000019,-0.000019,0,,,,,,0.8,,,0
2225,Kepler-258,c,2,33.653079,0.000189,-0.000189,0,,,,,,0.8,,,0
2226,Kepler-259,b,2,8.115317,0.000022,-0.000022,0,,,,,,,,,
2227,Kepler-259,c,2,36.924931,0.000181,-0.000181,0,,,,,,,,,
2228,Kepler-26,b,4,12.28,0.0003,-0.0003,0,0.01611,0.00205,-0.00192,0,Mass,0.54,0.03,-0.03,0
2229,Kepler-26,c,4,17.2559,0.0006,-0.0006,0,0.01951,0.00205,-0.00205,0,Mass,0.54,0.03,-0.03,0
2230,Kepler-26,d,4,3.543919,0.000015,-0.000015,0,,,,,,0.54,0.03,-0.03,0
2231,Kepler-26,e,4,46.827915,0.000173,-0.000173,0,,,,,,0.54,0.03,-0.03,0
2232,Kepler-260,b,2,8.187399,0.000022,-0.000022,0,,,,,,0.88,,,0
2233,Kepler-260,c,2,76.050178,0.001026,-0.001026,0,,,,,,0.88,,,0
2234,Kepler-261,b,2,10.381227,0.000016,-0.000016,0,,,,,,0.87,,,0
2235,Kepler-261,c,2,24.570858,0.000069,-0.000069,0,,,,,,0.87,,,0
2236,Kepler-262,b,2,13.060855,0.000164,-0.000164,0,,,,,,,,,
2237,Kepler-262,c,2,21.853722,0.000187,-0.000187,0,,,,,,,,,
2238,Kepler-263,b,2,16.568087,0.000065,-0.000065,0,,,,,,,,,
2239,Kepler-263,c,2,47.332773,0.000456,-0.000456,0,,,,,,,,,
2240,Kepler-264,b,2,40.806231,0.000538,-0.000538,0,,,,,,1.32,,,0
2241,Kepler-264,c,2,140.101261,0.003678,-0.003678,0,,,,,,1.32,,,0
2242,Kepler-265,b,4,6.846262,0.000063,-0.000063,0,,,,,,1.03,,,0
2243,Kepler-265,c,4,17.028937,0.000136,-0.000136,0,,,,,,1.03,,,0
2244,Kepler-265,d,4,43.130617,0.000658,-0.000658,0,,,,,,1.03,,,0
2245,Kepler-265,e,4,67.831024,0.001396,-0.001396,0,,,,,,1.03,,,0
2246,Kepler-266,b,2,6.61833,0.000048,-0.000048,0,,,,,,0.99,,,0
2247,Kepler-266,c,2,107.723601,0.001643,-0.001643,0,,,,,,0.99,,,0
2248,Kepler-267,b,3,3.353728,0.000007,-0.000007,0,,,,,,0.56,,,0
2249,Kepler-267,c,3,6.87745,0.000016,-0.000016,0,,,,,,0.56,,,0
2250,Kepler-267,d,3,28.464515,0.00018,-0.00018,0,,,,,,0.56,,,0
2251,Kepler-268,b,2,25.934138,0.000142,-0.000142,0,,,,,,,,,
2252,Kepler-268,c,2,83.446393,0.000761,-0.000761,0,,,,,,,,,
2253,Kepler-269,b,2,5.326718,0.000035,-0.000035,0,,,,,,0.98,,,0
2254,Kepler-269,c,2,8.127899,0.000149,-0.000149,0,,,,,,0.98,,,0
2255,Kepler-27,b,2,15.3348,,,0,9.11,,,1,Mass,0.65,0.16,-0.16,0
2256,Kepler-27,c,2,31.3309,,,0,13.8,,,1,Mass,0.65,0.16,-0.16,0
2257,Kepler-270,b,2,11.476094,0.000071,-0.000071,0,,,,,,,,,
2258,Kepler-270,c,2,25.262887,0.000599,-0.000599,0,,,,,,,,,
2259,Kepler-271,b,3,5.217738,0.000043,-0.000043,0,,,,,,,,,
2260,Kepler-271,c,3,7.410935,0.000049,-0.000049,0,,,,,,,,,
2261,Kepler-271,d,3,5.24972541,0.00004062,-0.00004062,0,,,,,,,,,
2262,Kepler-272,b,3,2.971353,0.000017,-0.000017,0,,,,,,0.79,,,0
2263,Kepler-272,c,3,6.057342,0.000037,-0.000037,0,,,,,,0.79,,,0
2264,Kepler-272,d,3,10.937304,0.000073,-0.000073,0,,,,,,0.79,,,0
2265,Kepler-273,b,2,2.936532,0.000009,-0.000009,0,,,,,,,,,
2266,Kepler-273,c,2,8.014927,0.000052,-0.000052,0,,,,,,,,,
2267,Kepler-274,b,2,11.634788,0.000134,-0.000134,0,,,,,,,,,
2268,Kepler-274,c,2,33.197861,0.000894,-0.000894,0,,,,,,,,,
2269,Kepler-275,b,3,10.300682,0.000254,-0.000254,0,,,,,,1.24,,,0
2270,Kepler-275,c,3,16.088134,0.000164,-0.000164,0,,,,,,1.24,,,0
2271,Kepler-275,d,3,35.676062,0.000641,-0.000641,0,,,,,,1.24,,,0
2272,Kepler-276,b,3,14.12841,0.000111,-0.000111,0,,,,,,1.1,0.22,-0.14,0
2273,Kepler-276,c,3,31.884,,,0,0.052,0.014,-0.011,0,Mass,1.1,0.22,-0.14,0
2274,Kepler-276,d,3,48.648,,,0,0.051,0.016,-0.014,0,Mass,1.1,0.22,-0.14,0
2275,Kepler-277,b,2,17.324,,,0,0.275,0.131,-0.126,0,Mass,1.12,0.19,-0.11,0
2276,Kepler-277,c,2,33.006,,,0,0.202,0.057,-0.049,0,Mass,1.12,0.19,-0.11,0
2277,Kepler-278,b,2,30.160546,0.000311,-0.000311,0,,,,,,,,,
2278,Kepler-278,c,2,51.078775,0.00089,-0.00089,0,,,,,,,,,
2279,Kepler-279,b,3,12.309681,0.000051,-0.000051,0,,,,,,1.1,0.16,-0.13,0
2280,Kepler-279,c,3,35.736,,,0,0.155,0.023,-0.019,0,Mass,1.1,0.16,-0.13,0
2281,Kepler-279,d,3,54.414,,,0,0.118,0.017,-0.014,0,Mass,1.1,0.16,-0.13,0
2282,Kepler-28,b,2,5.9123,,,0,1.51,,,1,Mass,0.75,,,0
2283,Kepler-28,c,2,8.9858,,,0,1.36,,,1,Mass,0.75,,,0
2284,Kepler-280,b,2,2.139542,0.000006,-0.000006,0,,,,,,0.91,,,0
2285,Kepler-280,c,2,4.807091,0.000009,-0.000009,0,,,,,,0.91,,,0
2286,Kepler-281,b,2,14.646008,0.000139,-0.000139,0,,,,,,0.98,,,0
2287,Kepler-281,c,2,36.337373,0.000111,-0.000111,0,,,,,,0.98,,,0
2288,Kepler-282,b,4,9.220524,0.000341,-0.000341,0,,,,,,0.97,0.1,-0.12,0
2289,Kepler-282,c,4,13.638723,0.000491,-0.000491,0,,,,,,0.97,0.1,-0.12,0
2290,Kepler-282,d,4,24.806,,,0,0.192,0.113,-0.114,0,Mass,0.97,0.1,-0.12,0
2291,Kepler-282,e,4,44.347,,,0,0.177,0.051,-0.053,0,Mass,0.97,0.1,-0.12,0
2292,Kepler-283,b,2,11.008151,0.000029,-0.000029,0,,,,,,,,,
2293,Kepler-283,c,2,92.743711,0.001413,-0.001413,0,,,,,,,,,
2294,Kepler-284,b,2,12.699149,0.000071,-0.000071,0,,,,,,,,,
2295,Kepler-284,c,2,37.514456,0.00035,-0.00035,0,,,,,,,,,
2296,Kepler-285,b,2,2.633867,0.000012,-0.000012,0,,,,,,0.85,,,0
2297,Kepler-285,c,2,6.186676,0.000059,-0.000059,0,,,,,,0.85,,,0
2298,Kepler-286,b,4,1.796302,0.000009,-0.000009,0,,,,,,,,,
2299,Kepler-286,c,4,3.468095,0.000023,-0.000023,0,,,,,,,,,
2300,Kepler-286,d,4,5.914323,0.000054,-0.000054,0,,,,,,,,,
2301,Kepler-286,e,4,29.221289,0.00037,-0.00037,0,,,,,,,,,
2302,Kepler-287,b,2,20.342199,0.000084,-0.000084,0,,,,,,,,,
2303,Kepler-287,c,2,44.851896,0.000247,-0.000247,0,,,,,,,,,
2304,Kepler-288,b,3,6.097326,0.000064,-0.000064,0,,,,,,0.89,,,0
2305,Kepler-288,c,3,19.305772,0.000135,-0.000135,0,,,,,,0.89,,,0
2306,Kepler-288,d,3,56.633742,0.000908,-0.000908,0,,,,,,0.89,,,0
2307,Kepler-289,b,3,34.545,0.0005,-0.0005,0,0.023,0.021,-0.021,0,Mass,1.08,0.02,-0.02,0
2308,Kepler-289,c,3,125.8518,0.0076,-0.0076,0,0.42,0.05,-0.05,0,Mass,1.08,0.02,-0.02,0
2309,Kepler-289,d,3,66.0634,0.0114,-0.0114,0,0.013,0.003,-0.003,0,Mass,1.08,0.02,-0.02,0
2310,Kepler-29,b,2,10.3384,0.0003,-0.0003,0,0.01419,0.00444,-0.00463,0,Mass,0.98,0.05,-0.05,0
2311,Kepler-29,c,2,13.2884,0.0005,-0.0005,0,0.01259,0.00387,-0.00406,0,Mass,0.98,0.05,-0.05,0
2312,Kepler-290,b,2,14.589347,0.000066,-0.000066,0,,,,,,,,,
2313,Kepler-290,c,2,36.77031,0.000183,-0.000183,0,,,,,,,,,
2314,Kepler-291,b,2,3.546511,0.000016,-0.000016,0,,,,,,1.03,,,0
2315,Kepler-291,c,2,5.700786,0.000055,-0.000055,0,,,,,,1.03,,,0
2316,Kepler-292,b,5,2.580827,0.00002,-0.00002,0,,,,,,0.88,,,0
2317,Kepler-292,c,5,3.715335,0.000033,-0.000033,0,,,,,,0.88,,,0
2318,Kepler-292,d,5,7.055679,0.000043,-0.000043,0,,,,,,0.88,,,0
2319,Kepler-292,e,5,11.97901,0.000101,-0.000101,0,,,,,,0.88,,,0
2320,Kepler-292,f,5,20.834237,0.000184,-0.000184,0,,,,,,0.88,,,0
2321,Kepler-293,b,2,19.254196,0.000079,-0.000079,0,,,,,,1.01,,,0
2322,Kepler-293,c,2,54.155743,0.000466,-0.000466,0,,,,,,1.01,,,0
2323,Kepler-294,b,2,3.701212,0.000025,-0.000025,0,,,,,,,,,
2324,Kepler-294,c,2,6.6264,0.000028,-0.000028,0,,,,,,,,,
2325,Kepler-295,b,3,12.645164,0.000181,-0.000181,0,,,,,,,,,
2326,Kepler-295,c,3,21.526258,0.000336,-0.000336,0,,,,,,,,,
